"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-11","8.50",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"18","H,,S","22",",,W","9",",,W","   40",",,W","   50",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-12","9.40",",,W",,,"0.04",",,W,2400","0.8",",,W,",,,"18","H,,S","28",",,W","9",",,W","  300",",,W","  290",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-13","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"9","H,,S","16",",,W","0",",,W","  310",",,W","  280",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-14","8.05",",,W",,,"0.28",",,W,2400","4.8",",,W,",,,"8","H,,S","21",",,W","-3",",,W","   10",",,W","   10",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-15","21.25",",,W",,,"0.36",",,W,2400","5.3",",,W,",,,"13","H,,S","18",",,W","-7",",,W","  300",",,W","  310",",,W","33.1",",,W","47.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-16","18.57",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"0","H,,S","13",",,W","-9",",,W","  290",",,W","  290",",,W","36.9",",,W","50.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-17","3.80",",,W",,,"0.00","T,,W,2400","0.1",",,W,",,,"11","H,,S","21",",,W","6",",,W","  280",",,W","  260",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-18","5.59",",,W",,,"0.02",",,W,2400","0.7",",,W,",,,"19","H,,S","27",",,W","10",",,W","  250",",,W","  240",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-19","14.54",",,W",,,"0.00","T,,W,2400","0.1",",,W,",,,"18","H,,S","22",",,W","3",",,W","  270",",,W","  280",",,W","29.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-20","21.70",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"5","H,,S","13",",,W","-2",",,W","  280",",,W","  280",",,W","33.1",",,W","45.0",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-21","13.20",",,W",,,"0.29",",,W,2400","3.8",",,W,",,,"12","H,,S","29",",,W","-1",",,W","  200",",,W","  210",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-22","8.50",",,W",,,"0.10",",,W,2400","0.8",",,W,",,,"30","H,,S","37",",,W","27",",,W","  240",",,W","  260",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-23","15.66",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"20","H,,S","28",",,W","-2",",,W","  300",",,W","  290",",,W","29.1",",,W","40.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-24","8.95",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"3","H,,S","16",",,W","-7",",,W","  200",",,W","  180",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-25","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"19","H,,S","30",",,W","13",",,W","  270",",,W","  290",",,W","25.1",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-26","6.49",",,W",,,"0.01",",,W,2400","0.1",",,W,",,,"17","H,,S","22",",,W","13",",,W","  290",",,W","  300",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-27","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"16","H,,S","24",",,W","8",",,W","  300",",,W","  300",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-02-28","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"15","H,,S","26",",,W","5",",,W","  300",",,W","  290",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-01","9.40",",,W",,,"0.30",",,W,2400","3.6",",,W,",,,"19","H,,S","24",",,W","14",",,W","  220",",,W","  240",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-02","17.90",",,W",,,"0.00","T,,W,2400","0.2",",,W,",,,"26","H,,S","30",",,W","19",",,W","  290",",,W","  290",",,W","32.0",",,W","45.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-03","8.95",",,W",,,"0.47",",,W,2400","3.2",",,W,",,,"20","H,,S","32",",,W","9",",,W","  220",",,W","  230",",,W","21.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-04","16.55",",,W",,,"0.11",",,W,2400","0.0",",,W,",,,"33","H,,S","38",",,W","32",",,W","  250",",,W","  250",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-05","11.41",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"28","H,,S","34",",,W","14",",,W","  310",",,W","  320",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-06","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"15","H,,S","24",",,W","5",",,W","  320",",,W","  330",",,W","18.1",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-07","12.97",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"21","H,,S","34",",,W","9",",,W","  250",",,W","  250",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-08","12.30",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"30","H,,S","39",",,W","23",",,W","  290",",,W","  290",",,W","30.0",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-09","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"35","H,,S","43",",,W","27",",,W","  270",",,W","  290",",,W","25.1",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-10","8.95",",,W",,,"0.05",",,W,2400","0.0",",,W,",,,"39","H,,S","48",",,W","28",",,W","  230",",,W","  240",",,W","18.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-11","16.11",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"44","H,,S","53",",,W","38",",,W","  290",",,W","  290",",,W","35.1",",,W","49.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-12","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"35","H,,S","38",",,W","24",",,W","  320",",,W","  320",",,W","29.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-13","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"28","H,,S","38",",,W","19",",,W","  240",",,W","  230",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-14","8.50",",,W",,,"0.53",",,W,2400","0.0",",,W,",,,"32","H,,S","35",",,W","29",",,W","  230",",,W","  230",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-15","18.12",",,W",,,"0.01",",,W,2400","0.0","T,,W,",,,"35","H,,S","40",",,W","26",",,W","  310",",,W","  310",",,W","31.1",",,W","40.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-16","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"32","H,,S","44",",,W","24",",,W","  340",",,W","  310",",,W","23.0",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-17","16.11",",,W",,,"0.10",",,W,2400","0.0","T,,W,",,,"38","H,,S","46",",,W","25",",,W","  300",",,W","  290",",,W","40.0",",,W","52.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-18","20.80",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"24","H,,S","28",",,W","17",",,W","  310",",,W","  320",",,W","36.0",",,W","50.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-19","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"21","H,,S","31",",,W","14",",,W","  300",",,W","  290",",,W","29.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-20","3.58",",,W",,,"0.05",",,W,2400","0.7",",,W,",,,"24","H,,S","29",",,W","17",",,W","  250",",,W","  250",",,W","10.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-21","8.28",",,W",,,"0.05",",,W,2400","0.5",",,W,",,,"30","H,,S","42",",,W","24",",,W","  270",",,W","  270",",,W","23.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-22","18.57",",,W",,,"0.00","T,,W,2400","0.0","T,,W,",,,"28","H,,S","34",",,W","15",",,W","  300",",,W","  290",",,W","33.1",",,W","44.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-23","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"19","H,,S","28",",,W","12",",,W","  300",",,W","  290",",,W","25.9",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-24","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"26","H,,S","38",",,W","14",",,W","  290",",,W","  350",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-25","10.07",",,W",,,"0.10",",,W,2400","0.0","T,,W,",,,"35","H,,S","46",",,W","27",",,W","  220",",,W","  210",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-26","10.74",",,W",,,"0.40",",,W,2400","0.0",",,W,",,,"41","H,,S","49",",,W","36",",,W","  230",",,W","  240",",,W","21.0",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-27","5.59",",,W",,,"0.11",",,W,2400","0.0",",,W,",,,"40","H,,S","41",",,W","35",",,W","  340",",,W","  330",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-28","10.29",",,W",,,"0.13",",,W,2400","2.4",",,W,",,,"33","H,,S","36",",,W","23",",,W","  320",",,W","   20",",,W","17.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-29","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"28","H,,S","39",",,W","19",",,W","  270",",,W","   10",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-30","14.09",",,W",,,"0.01",",,W,2400","0.3",",,W,",,,"33","H,,S","41",",,W","28",",,W","  220",",,W","  270",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-03-31","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"38","H,,S","45",",,W","31",",,W","  300",",,W","  290",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-04-01","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"35","H,,S","44",",,W","27",",,W","  300",",,W","  310",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-04-02","14.54",",,W",,,"0.03",",,W,2400","0.0",",,W,",,,"40","H,,S","57",",,W","28",",,W","  220",",,W","  210",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2015-04-03","11.18",",,W",,,"0.07",",,W,2400","0.0",",,W,",,,"51","H,,S","57",",,W","44",",,W","  240",",,W","  240",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
